product_id,product_name,category,supplier_id,quantity,unit_price,reorder_level,discontinued,date_added,last_order_date,warehouse_location
P09780,May,Stationery,192,234,372.49,66,0,2024-10-24,2025-01-28,C3
P09781,Ask,Furniture,120,407,434.03,50,1,2024-02-09,2025-05-06,E5
P09782,Since,Electronics,188,255,84.37,13,1,2024-11-06,2024-11-29,E5
P09783,Focus,Furniture,101,349,89.03,11,0,2024-01-27,2024-10-01,E5
P09784,Then,Electronics,139,66,275.84,76,1,2024-08-11,2025-03-11,A1
P09785,Again,Groceries,133,195,311.88,80,0,2024-11-16,2025-06-12,C3
P09786,Hand,Furniture,185,363,326.96,57,1,2023-10-06,2024-07-08,A1
P09787,Future,Furniture,188,197,58.02,16,0,2024-01-14,2025-05-24,E5
P09788,Difference,Clothing,127,295,464.19,69,1,2023-12-05,2025-03-24,C3
P09789,Happen,Groceries,182,355,405.05,14,0,2024-09-23,2025-02-22,D4
P09790,Bag,Clothing,177,263,492.5,35,0,2023-08-13,2024-12-19,D4
P09791,Sit,Clothing,158,253,341.19,51,0,2024-09-14,2024-09-23,A1
P09792,Congress,Groceries,194,71,34.23,16,0,2024-06-08,2025-02-15,C3
P09793,In,Groceries,101,430,183.21,81,0,2024-04-24,2024-08-07,A1
P09794,Wish,Clothing,144,413,435.93,63,1,2025-05-04,2025-05-21,E5
P09795,Project,Groceries,162,128,249.23,30,0,2023-11-08,2025-01-20,A1
P09796,This,Clothing,107,333,483.09,33,1,2024-10-05,2024-09-22,D4
P09797,Democrat,Electronics,153,442,280.4,17,0,2025-04-03,2025-04-18,D4
P09798,Yeah,Electronics,158,460,33.92,97,0,2025-03-20,2024-11-09,C3
P09799,Sea,Furniture,106,241,422.92,73,1,2024-12-03,2025-05-11,C3
P09800,Near,Clothing,169,197,161.18,37,1,2023-07-01,2024-07-18,D4
P09801,Person,Stationery,144,41,478.59,54,0,2023-09-28,2025-05-09,C3
P09802,Remain,Clothing,126,109,18.04,39,1,2024-05-01,2024-07-24,A1
P09803,Region,Clothing,168,69,316.71,32,0,2025-05-06,2025-04-14,B2
P09804,Ten,Furniture,102,350,350.51,63,1,2024-03-30,2024-10-23,E5
P09805,Middle,Electronics,149,243,281.5,36,0,2024-04-02,2024-08-17,B2
P09806,Set,Electronics,131,196,171.21,51,1,2024-03-02,2024-10-10,E5
P09807,Wrong,Groceries,162,282,33.12,76,0,2025-05-30,2024-12-15,B2
P09808,International,Electronics,184,137,289.84,59,1,2023-09-21,2025-02-09,D4
P09809,Sort,Furniture,147,81,436.81,75,0,2024-05-11,2024-10-04,A1
P09810,Bring,Electronics,111,363,408.54,32,1,2024-01-20,2024-09-24,A1
P09811,Term,Clothing,144,363,371.54,36,0,2023-08-08,2024-08-06,C3
P09812,Decade,Groceries,111,296,254.49,23,0,2024-04-09,2024-10-11,A1
P09813,Pressure,Stationery,165,75,367.14,83,0,2024-07-24,2025-03-18,C3
P09814,Building,Electronics,190,325,56.28,55,1,2024-07-09,2025-01-26,B2
P09815,Single,Clothing,168,329,243.42,54,1,2025-06-06,2025-06-21,A1
P09816,Suffer,Electronics,115,282,358.14,64,1,2025-04-16,2025-01-06,E5
P09817,Meet,Stationery,196,134,240.24,47,0,2025-02-23,2025-03-21,B2
P09818,Ahead,Groceries,108,382,137.82,93,1,2023-09-08,2025-04-23,C3
P09819,Need,Clothing,169,411,243.58,91,1,2024-01-16,2025-03-30,D4
P09820,Yourself,Groceries,193,311,230.69,35,1,2023-12-10,2024-11-20,A1
P09821,Although,Groceries,143,95,112.41,33,1,2023-08-03,2025-03-27,A1
P09822,Especially,Clothing,112,90,14.82,32,1,2024-05-03,2025-04-20,B2
P09823,Series,Groceries,147,495,212.34,88,0,2023-11-13,2024-11-20,C3
P09824,Themselves,Stationery,183,387,70.09,75,0,2023-10-29,2024-10-25,A1
P09825,Nearly,Stationery,128,491,409.73,13,1,2025-02-20,2025-03-01,C3
P09826,Foreign,Electronics,117,405,212.23,12,1,2025-03-19,2025-03-29,D4
P09827,Music,Groceries,120,459,130.79,55,0,2025-02-19,2024-07-09,B2
P09828,Discover,Groceries,169,386,476.26,35,1,2024-11-06,2025-06-03,C3
P09829,Push,Electronics,196,323,468.95,96,0,2023-12-22,2024-11-07,D4
P09830,Here,Electronics,143,461,161.57,96,0,2024-11-11,2025-04-29,C3
P09831,Head,Electronics,186,115,223.35,18,1,2024-10-05,2024-09-03,B2
P09832,Take,Clothing,151,216,453.1,63,1,2024-08-05,2024-12-13,C3
P09833,Late,Clothing,137,382,83.15,80,1,2025-05-01,2024-09-27,B2
P09834,Some,Stationery,142,268,172.68,44,1,2023-11-04,2025-01-20,B2
P09835,Break,Electronics,132,149,191.68,54,1,2024-06-22,2024-12-08,C3
P09836,See,Furniture,123,343,19.83,74,0,2024-04-03,2024-09-22,C3
P09837,Process,Furniture,111,73,474.67,84,1,2024-04-07,2025-02-25,D4
P09838,From,Furniture,106,261,56.52,83,0,2025-06-04,2025-04-08,B2
P09839,Professional,Furniture,180,360,36.57,34,0,2024-01-14,2024-09-23,D4
P09840,Network,Stationery,105,333,341.49,20,0,2024-06-10,2024-10-26,A1
P09841,Should,Electronics,151,214,261.86,63,0,2023-12-04,2025-06-21,D4
P09842,Hour,Furniture,176,298,334.15,40,0,2023-07-06,2024-08-22,C3
P09843,Federal,Stationery,104,59,473.0,90,1,2024-08-04,2024-09-29,E5
P09844,Back,Groceries,160,434,105.81,46,0,2025-04-20,2024-08-15,C3
P09845,Investment,Groceries,190,390,475.97,89,0,2024-03-17,2025-04-10,C3
P09846,Surface,Electronics,171,426,402.29,20,1,2023-08-23,2025-04-19,D4
P09847,Seven,Clothing,119,306,24.8,12,0,2024-07-23,2024-08-27,E5
P09848,Involve,Electronics,135,103,111.77,34,1,2023-08-18,2024-07-10,E5
P09849,None,Furniture,100,372,282.17,97,0,2024-08-21,2024-12-25,D4
P09850,Poor,Furniture,152,143,296.96,20,1,2024-08-25,2025-04-03,C3
P09851,Type,Furniture,100,465,181.92,82,1,2024-07-21,2024-11-11,C3
P09852,Third,Groceries,190,59,219.26,53,1,2025-01-28,2024-12-11,E5
P09853,Night,Clothing,183,283,281.79,100,1,2025-02-13,2024-10-07,E5
P09854,Run,Groceries,196,300,109.6,20,0,2024-07-29,2025-03-16,E5
P09855,Start,Electronics,171,29,398.27,43,0,2023-08-13,2025-01-14,B2
P09856,Partner,Furniture,175,396,444.55,31,0,2023-09-11,2024-10-19,E5
P09857,Fear,Clothing,151,495,17.38,92,1,2023-12-10,2024-11-16,A1
P09858,Process,Clothing,191,262,458.26,52,1,2024-04-05,2025-05-05,B2
P09859,Congress,Furniture,160,462,326.0,26,1,2024-12-23,2025-02-08,A1
P09860,Personal,Groceries,192,289,488.47,66,1,2024-03-11,2024-11-06,C3
P09861,Radio,Furniture,170,131,27.29,56,1,2024-09-01,2024-06-28,C3
P09862,Ever,Electronics,119,88,5.43,73,0,2024-07-01,2025-05-27,D4
P09863,Respond,Clothing,194,401,347.97,64,0,2023-10-05,2024-08-31,C3
P09864,Would,Electronics,181,268,147.44,72,0,2024-03-12,2024-08-24,B2
P09865,Time,Stationery,171,396,26.31,13,0,2024-05-19,2024-12-28,B2
P09866,Watch,Clothing,130,396,93.61,80,0,2024-04-16,2025-03-19,D4
P09867,Middle,Stationery,179,186,74.62,42,0,2024-02-05,2025-02-27,E5
P09868,Mrs,Clothing,135,440,440.28,89,1,2024-05-09,2025-02-20,E5
P09869,Unit,Furniture,118,142,47.53,47,0,2023-06-27,2024-10-21,A1
P09870,Business,Stationery,105,81,315.92,96,1,2025-05-07,2024-10-06,C3
P09871,Material,Clothing,151,446,179.69,68,1,2025-04-16,2024-06-27,A1
P09872,Back,Electronics,101,429,204.75,71,1,2024-01-07,2025-05-29,E5
P09873,Next,Groceries,149,408,449.45,81,0,2025-02-04,2024-10-15,B2
P09874,My,Furniture,180,170,416.03,80,0,2024-06-04,2024-10-11,D4
P09875,Nothing,Electronics,191,439,397.57,15,0,2024-10-19,2024-07-02,B2
P09876,Eight,Clothing,109,401,87.48,49,0,2023-12-22,2025-04-20,C3
P09877,Do,Electronics,121,448,233.77,40,0,2024-11-06,2024-12-01,C3
P09878,Though,Furniture,157,464,236.12,90,0,2025-05-31,2024-12-17,C3
P09879,Perhaps,Electronics,148,490,383.59,82,0,2023-09-22,2024-09-21,D4
P09880,Example,Electronics,149,278,191.25,60,1,2024-07-26,2024-09-23,E5
P09881,Although,Stationery,136,481,431.27,17,0,2024-04-02,2024-11-13,D4
P09882,Consider,Stationery,102,352,373.85,80,0,2024-10-29,2025-03-18,A1
P09883,But,Furniture,198,208,79.18,20,1,2024-05-05,2024-07-10,B2
P09884,Watch,Stationery,193,446,440.78,39,0,2025-03-29,2024-09-02,D4
P09885,System,Furniture,178,410,115.75,60,1,2025-03-18,2024-11-09,D4
P09886,Research,Furniture,137,304,343.16,73,1,2024-10-02,2025-04-13,E5
P09887,Else,Clothing,179,290,312.12,68,0,2025-05-10,2025-01-12,C3
P09888,Such,Furniture,194,224,95.77,93,0,2025-01-24,2024-10-31,C3
P09889,Open,Groceries,173,385,494.49,50,1,2024-07-05,2025-05-22,B2
P09890,Space,Clothing,105,457,360.6,16,0,2025-04-05,2024-08-27,E5
P09891,Assume,Electronics,157,250,175.97,99,0,2024-05-09,2024-08-11,D4
P09892,Word,Clothing,182,102,467.48,73,1,2023-09-11,2025-02-09,C3
P09893,Single,Stationery,171,143,57.05,94,1,2024-08-14,2025-04-24,D4
P09894,Sell,Furniture,119,293,129.31,81,1,2024-01-15,2025-02-25,B2
P09895,Trial,Furniture,143,427,66.35,12,1,2025-03-09,2024-12-28,D4
P09896,Receive,Stationery,150,293,474.17,15,0,2025-06-19,2025-02-27,D4
P09897,Claim,Groceries,190,321,239.28,67,0,2023-08-21,2025-01-31,B2
P09898,And,Electronics,103,125,62.81,73,1,2025-01-19,2024-11-16,A1
P09899,Scientist,Electronics,117,415,198.94,13,0,2023-11-14,2024-11-05,E5
P09900,Structure,Furniture,196,137,88.57,85,1,2024-10-18,2024-10-19,C3
P09901,Oil,Groceries,139,259,439.89,32,1,2024-04-29,2024-08-24,A1
P09902,Lose,Groceries,193,351,186.68,78,1,2024-02-14,2025-01-25,A1
P09903,System,Furniture,125,113,344.57,39,0,2024-07-30,2024-12-18,A1
P09904,Size,Stationery,146,386,141.58,42,1,2024-05-12,2025-03-13,C3
P09905,Nature,Stationery,118,340,325.59,71,1,2024-02-09,2024-11-05,A1
P09906,South,Furniture,104,410,476.93,36,1,2024-03-23,2025-04-06,B2
P09907,Attention,Stationery,166,286,396.13,35,0,2024-12-30,2024-11-03,B2
P09908,Positive,Clothing,177,152,364.34,71,0,2025-05-07,2024-11-01,A1
P09909,For,Furniture,152,185,150.54,90,1,2024-07-11,2025-02-01,D4
P09910,Claim,Electronics,124,131,204.51,10,0,2024-09-14,2024-08-12,D4
P09911,Simply,Furniture,198,102,209.22,16,0,2024-11-21,2025-04-30,D4
P09912,Particularly,Electronics,162,315,365.4,68,0,2023-07-10,2024-12-15,C3
P09913,Despite,Clothing,196,86,294.86,72,1,2023-11-13,2024-08-18,A1
P09914,Contain,Stationery,112,328,385.49,74,1,2024-08-04,2025-02-12,E5
P09915,Price,Clothing,115,104,118.87,63,0,2025-05-24,2025-01-07,D4
P09916,Team,Electronics,118,435,184.58,14,1,2024-08-29,2024-11-25,D4
P09917,Effect,Stationery,113,353,248.3,37,0,2025-02-04,2024-09-23,E5
P09918,Story,Furniture,133,234,292.76,62,1,2024-08-10,2025-04-13,C3
P09919,Must,Groceries,130,261,52.0,24,1,2025-05-23,2024-10-24,C3
P09920,Activity,Clothing,140,416,33.83,43,1,2024-07-18,2024-10-08,E5
P09921,News,Electronics,118,96,100.81,91,0,2025-05-07,2025-04-30,D4
P09922,Energy,Clothing,105,242,331.1,71,0,2024-10-29,2025-02-27,D4
P09923,Partner,Groceries,107,129,440.08,48,0,2024-10-28,2025-03-07,C3
P09924,Everyone,Furniture,104,154,403.66,21,1,2024-10-24,2024-08-11,B2
P09925,Only,Stationery,173,494,268.16,36,1,2023-08-15,2024-11-20,C3
P09926,Tend,Furniture,128,395,156.41,49,0,2023-10-22,2024-09-15,A1
P09927,Service,Furniture,106,8,168.7,81,0,2023-08-14,2024-11-15,B2
P09928,Financial,Groceries,109,298,197.37,100,0,2024-03-12,2025-06-17,A1
P09929,Week,Furniture,139,173,38.04,68,1,2024-06-04,2025-05-09,D4
P09930,Street,Stationery,140,139,250.88,53,1,2024-04-22,2024-12-24,E5
P09931,Owner,Clothing,186,359,136.83,45,0,2025-01-31,2025-01-03,E5
P09932,At,Stationery,151,154,120.6,55,0,2024-06-05,2024-07-31,A1
P09933,Soon,Groceries,123,98,487.92,45,0,2023-07-29,2025-04-20,E5
P09934,Move,Electronics,114,410,303.83,100,1,2024-03-08,2025-01-12,D4
P09935,Agree,Groceries,198,127,285.3,72,1,2025-01-02,2024-10-04,E5
P09936,Sit,Electronics,183,149,160.31,51,0,2025-05-26,2024-11-01,B2
P09937,Safe,Stationery,127,236,480.75,21,0,2025-05-07,2025-02-21,A1
P09938,Ready,Furniture,128,428,114.06,64,1,2024-04-28,2025-03-07,D4
P09939,Will,Groceries,117,355,391.44,28,0,2024-11-25,2025-02-25,E5
P09940,Level,Electronics,163,376,72.73,53,0,2024-07-07,2024-06-24,A1
P09941,Buy,Stationery,181,411,32.85,46,0,2023-11-10,2025-03-01,D4
P09942,Easy,Furniture,123,22,114.54,90,0,2024-10-12,2025-02-27,A1
P09943,Air,Stationery,166,481,128.27,35,0,2025-03-19,2025-06-15,C3
P09944,Six,Groceries,124,60,48.77,97,0,2025-01-26,2024-10-27,A1
P09945,Particularly,Stationery,161,54,291.56,18,0,2025-06-23,2025-01-07,C3
P09946,Protect,Stationery,162,264,359.43,90,0,2024-03-03,2024-08-14,C3
P09947,Become,Groceries,184,456,347.08,81,1,2023-12-23,2025-03-30,D4
P09948,Leg,Stationery,113,207,453.78,73,0,2024-03-18,2025-01-08,D4
P09949,Story,Electronics,169,15,389.24,85,1,2025-01-28,2025-05-18,C3
P09950,Direction,Electronics,147,151,499.81,35,0,2024-10-19,2024-09-26,D4
P09951,Man,Clothing,138,427,415.53,85,0,2023-08-27,2024-11-19,C3
P09952,Method,Electronics,164,82,292.07,65,1,2024-09-15,2025-05-17,D4
P09953,Beat,Electronics,105,6,10.53,36,1,2025-03-10,2024-08-28,A1
P09954,Seem,Clothing,145,182,428.82,30,1,2024-06-12,2024-11-14,A1
P09955,Bill,Electronics,101,486,10.02,62,1,2024-08-19,2025-05-23,B2
P09956,Staff,Electronics,180,87,69.48,75,0,2024-07-15,2024-08-30,B2
P09957,Quality,Groceries,179,173,27.21,78,0,2024-12-16,2024-10-16,A1
P09958,Fast,Clothing,190,454,182.65,61,1,2023-08-03,2025-04-28,C3
P09959,Just,Electronics,116,184,392.73,95,0,2024-06-09,2024-10-31,B2
P09960,Grow,Groceries,187,165,481.34,68,0,2025-01-06,2025-03-21,A1
P09961,Head,Electronics,109,317,173.0,83,0,2025-06-20,2024-08-12,C3
P09962,Campaign,Electronics,100,435,176.57,60,1,2025-05-08,2024-11-11,C3
P09963,If,Furniture,160,73,418.45,19,1,2024-02-05,2025-01-14,B2
P09964,While,Stationery,159,299,29.63,38,1,2024-03-20,2024-11-10,C3
P09965,Whole,Stationery,142,236,223.89,18,0,2024-05-21,2024-12-25,D4
P09966,Else,Stationery,177,356,240.91,15,0,2024-02-09,2025-04-10,A1
P09967,Anyone,Stationery,143,285,122.4,55,1,2025-01-15,2024-10-22,B2
P09968,Fill,Stationery,104,279,229.89,89,0,2025-01-22,2025-05-17,B2
P09969,Already,Groceries,145,494,284.74,64,0,2024-03-31,2024-09-27,D4
P09970,Over,Clothing,145,343,386.97,73,1,2023-11-21,2025-03-04,E5
P09971,Common,Furniture,122,356,254.56,53,0,2023-06-26,2024-10-21,A1
P09972,Share,Clothing,152,248,499.54,64,0,2024-02-01,2024-10-14,D4
P09973,Hot,Stationery,176,81,376.45,39,0,2025-02-22,2025-06-02,D4
P09974,Speak,Electronics,194,120,110.41,91,0,2024-10-24,2025-05-09,A1
P09975,Night,Furniture,122,186,230.57,62,1,2024-01-14,2024-10-06,A1
P09976,Record,Clothing,174,96,263.68,71,1,2024-12-13,2024-09-16,D4
P09977,Old,Electronics,131,217,34.96,42,0,2023-07-17,2025-01-12,A1
P09978,Prevent,Electronics,136,189,55.91,76,0,2024-12-04,2025-04-19,C3
P09979,Return,Furniture,121,205,12.68,97,1,2025-05-06,2025-02-05,C3
P09980,Enjoy,Electronics,179,267,234.77,24,1,2025-03-25,2025-01-15,C3
P09981,Save,Stationery,145,432,304.8,15,1,2023-08-11,2024-09-01,C3
P09982,Page,Stationery,178,72,385.78,41,1,2023-11-15,2025-02-24,D4
P09983,Five,Stationery,117,301,353.2,48,1,2025-01-16,2024-11-10,E5
P09984,Nation,Groceries,128,41,463.35,19,0,2024-10-11,2025-06-14,E5
P09985,Weight,Groceries,186,466,6.43,19,1,2025-05-17,2024-08-04,E5
P09986,Yourself,Furniture,101,373,215.16,51,1,2025-05-10,2025-02-04,D4
P09987,Common,Electronics,189,167,176.75,62,1,2024-06-29,2025-05-30,D4
P09988,List,Furniture,136,418,367.03,49,0,2023-11-15,2024-12-26,A1
P09989,Mind,Groceries,173,28,332.11,32,0,2023-07-11,2024-12-22,C3
P09990,Method,Clothing,101,364,142.56,20,0,2025-04-20,2025-04-10,A1
P09991,Goal,Electronics,173,408,311.8,39,0,2024-07-02,2025-02-25,C3
P09992,Even,Stationery,164,375,211.59,85,1,2024-07-03,2024-08-15,C3
P09993,Save,Clothing,174,343,364.08,64,1,2025-06-11,2024-12-20,D4
P09994,Score,Electronics,188,326,118.87,25,1,2024-02-10,2025-03-07,E5
P09995,Board,Groceries,116,25,423.77,84,0,2025-03-09,2025-05-20,D4
P09996,Say,Furniture,173,410,37.64,13,1,2023-10-23,2024-10-15,D4
P09997,Most,Electronics,179,111,457.45,12,1,2024-07-12,2025-03-16,E5
P09998,Score,Furniture,182,175,424.11,59,0,2023-10-13,2024-12-27,E5
P09999,Full,Furniture,170,82,183.0,47,1,2024-07-27,2024-12-31,B2
P10000,More,Stationery,112,91,18.86,98,1,2024-02-11,2024-09-26,B2
P10001,Top,Clothing,121,137,251.64,71,0,2023-08-19,2025-05-18,D4
P10002,Stop,Electronics,184,263,267.65,96,0,2024-09-05,2024-10-02,D4
P10003,Drug,Furniture,112,84,233.53,96,0,2024-11-05,2025-06-21,B2
P10004,Force,Furniture,106,442,288.91,77,1,2024-09-28,2025-04-01,B2
P10005,Clearly,Electronics,111,104,48.85,100,1,2024-03-05,2025-02-16,B2
P10006,Response,Groceries,140,230,325.29,93,0,2023-07-04,2024-10-10,D4
P10007,Color,Groceries,151,449,276.39,16,0,2025-05-13,2024-12-11,C3
P10008,Issue,Clothing,132,189,323.02,96,1,2024-03-17,2024-11-24,D4
P10009,Think,Furniture,109,484,151.89,94,1,2023-07-22,2025-05-11,E5
P10010,Too,Stationery,158,8,219.33,85,0,2024-10-14,2025-03-22,C3
P10011,Child,Groceries,147,387,280.63,69,1,2024-09-09,2024-11-14,D4
P10012,Performance,Groceries,181,327,39.84,80,0,2025-02-03,2024-07-13,A1
P10013,See,Clothing,177,13,290.57,24,0,2024-01-06,2025-03-03,E5
P10014,Hospital,Electronics,167,377,158.83,30,1,2023-09-08,2024-12-26,E5
P10015,Tell,Groceries,140,288,319.13,85,0,2025-03-13,2025-04-30,C3
P10016,Perform,Groceries,145,256,348.32,60,1,2024-04-26,2024-12-24,B2
P10017,Film,Furniture,139,92,213.49,58,0,2024-06-19,2024-07-05,E5
P10018,Dark,Clothing,152,289,165.1,32,0,2023-09-02,2025-04-21,E5
P10019,Place,Clothing,151,499,246.84,99,1,2025-02-21,2025-02-22,B2
P10020,From,Furniture,172,149,460.19,76,1,2024-07-17,2025-01-21,C3
P10021,Say,Stationery,138,362,294.08,49,1,2024-11-25,2024-12-26,A1
P10022,Rock,Stationery,158,274,31.53,36,1,2024-05-21,2025-05-18,C3
P10023,Control,Groceries,151,231,324.73,53,1,2025-02-03,2024-07-31,E5
P10024,Feel,Furniture,145,463,481.8,14,0,2023-11-26,2025-06-23,D4
P10025,May,Electronics,162,150,416.58,85,1,2023-11-20,2024-08-08,D4
P10026,Spend,Clothing,127,292,415.55,71,1,2025-01-28,2025-02-22,E5
P10027,Thought,Electronics,149,331,105.38,100,1,2024-12-26,2024-12-30,E5
P10028,Whole,Stationery,129,283,413.98,47,0,2024-01-28,2025-01-20,B2
P10029,Grow,Clothing,173,283,102.67,77,1,2023-10-18,2025-03-07,E5
P10030,Goal,Stationery,160,333,410.11,10,1,2024-01-17,2025-03-15,D4
P10031,Every,Clothing,145,60,79.45,31,0,2024-03-15,2025-04-29,A1
P10032,Benefit,Stationery,120,314,272.45,50,0,2025-04-26,2025-02-21,B2
P10033,Market,Stationery,173,222,381.93,62,1,2024-09-19,2024-08-14,C3
P10034,Wear,Electronics,180,177,363.52,82,1,2023-12-20,2024-10-12,E5
P10035,Rise,Furniture,160,58,357.64,54,0,2023-09-21,2024-12-08,A1
P10036,Chair,Clothing,182,396,28.82,91,1,2024-10-08,2025-01-24,E5
P10037,Practice,Stationery,113,400,367.96,66,0,2024-05-05,2024-12-26,C3
P10038,Man,Groceries,125,65,46.52,20,0,2024-02-04,2024-12-13,A1
P10039,Professor,Groceries,104,25,303.03,29,0,2024-12-13,2025-05-26,D4
P10040,Fill,Electronics,112,109,109.56,83,0,2024-07-24,2024-09-11,D4
P10041,Management,Furniture,138,289,390.8,70,0,2023-08-31,2025-01-04,D4
P10042,Hair,Stationery,173,24,174.56,33,1,2023-12-27,2025-02-27,B2
P10043,Consumer,Clothing,174,195,144.46,26,1,2024-04-22,2024-11-08,C3
P10044,Reach,Groceries,179,301,491.04,56,1,2023-11-07,2025-01-23,D4
P10045,Pattern,Stationery,171,226,222.54,67,0,2024-08-05,2025-02-10,E5
P10046,Television,Furniture,194,207,340.33,82,0,2024-05-20,2024-12-14,C3
P10047,Speech,Groceries,180,245,470.89,83,1,2025-02-06,2024-07-27,C3
P10048,New,Stationery,165,268,63.02,11,1,2024-05-22,2024-08-15,C3
P10049,Could,Stationery,106,369,320.11,75,1,2025-01-12,2025-06-05,C3
P10050,Bag,Furniture,194,496,118.74,46,0,2024-06-21,2024-09-22,B2
P10051,Pm,Clothing,188,131,456.54,63,0,2024-09-13,2024-09-19,C3
P10052,You,Stationery,188,64,324.17,89,1,2024-01-24,2025-03-01,C3
P10053,Follow,Stationery,142,344,173.21,35,0,2024-09-04,2024-11-13,D4
P10054,Left,Clothing,157,47,14.18,54,0,2024-03-13,2024-12-21,E5
P10055,Top,Clothing,189,310,144.02,97,0,2023-12-28,2024-10-13,E5
P10056,Road,Groceries,163,423,476.34,19,1,2024-10-29,2025-06-01,C3
P10057,Degree,Electronics,192,276,473.12,46,1,2024-09-02,2024-07-12,C3
P10058,Young,Stationery,131,144,301.1,69,1,2024-07-22,2025-05-12,A1
P10059,Art,Stationery,149,58,350.3,93,1,2023-10-24,2025-05-27,E5
P10060,Responsibility,Groceries,193,330,310.39,34,1,2024-10-25,2024-09-27,C3
P10061,Too,Groceries,175,365,260.21,30,0,2024-12-07,2024-11-08,C3
P10062,Someone,Stationery,166,438,371.23,80,0,2025-04-06,2024-08-31,D4
P10063,Indeed,Groceries,134,163,395.16,10,0,2023-07-01,2024-10-26,D4
P10064,Ground,Electronics,183,47,322.0,51,0,2023-09-01,2025-03-02,E5
P10065,Despite,Electronics,171,371,314.35,60,1,2024-05-24,2025-03-14,B2
P10066,Affect,Clothing,121,475,42.72,22,1,2024-01-31,2025-05-28,A1
P10067,Song,Clothing,177,366,449.48,43,1,2024-02-26,2024-09-16,B2
P10068,Politics,Clothing,161,340,492.47,49,1,2025-02-25,2025-06-21,C3
P10069,Success,Stationery,143,396,125.28,64,1,2023-09-12,2025-04-19,B2
P10070,Ground,Stationery,157,97,193.32,24,0,2023-07-14,2025-03-12,E5
P10071,Others,Groceries,111,407,128.7,17,0,2024-04-20,2024-11-20,C3
P10072,Never,Electronics,134,265,444.12,72,1,2023-08-02,2024-12-11,B2
P10073,Despite,Electronics,130,294,163.86,64,0,2024-06-07,2025-04-17,E5
P10074,Game,Groceries,189,274,381.28,23,1,2024-10-22,2025-03-26,A1
P10075,Boy,Stationery,191,329,365.88,20,0,2025-04-14,2025-03-09,B2
P10076,Chair,Groceries,156,438,385.21,19,0,2024-03-16,2025-06-17,C3
P10077,Current,Furniture,130,279,332.07,65,0,2023-08-27,2025-02-14,B2
P10078,Tax,Furniture,132,396,260.78,42,0,2025-05-19,2024-11-12,A1
P10079,Product,Furniture,120,109,369.53,97,1,2024-10-11,2025-01-17,B2
P10080,Front,Electronics,110,472,254.49,13,1,2024-08-21,2024-12-12,A1
P10081,Administration,Electronics,124,477,443.69,67,1,2024-10-21,2025-05-23,E5
P10082,Data,Groceries,193,228,54.99,89,1,2024-05-16,2024-09-21,C3
P10083,Investment,Clothing,124,76,111.67,65,1,2024-07-05,2024-07-12,C3
P10084,Number,Stationery,139,161,369.3,81,1,2023-12-22,2025-05-27,E5
P10085,Player,Stationery,183,316,196.99,68,1,2024-10-27,2025-03-14,A1
P10086,Believe,Electronics,121,490,450.69,74,1,2024-06-09,2025-03-24,A1
P10087,That,Stationery,182,369,401.54,13,1,2023-07-18,2024-08-15,A1
P10088,Hear,Furniture,132,273,93.49,46,1,2024-12-17,2025-02-12,C3
P10089,Investment,Groceries,170,10,219.11,37,1,2023-08-08,2024-12-04,E5
P10090,Increase,Groceries,150,5,319.7,81,1,2024-02-04,2025-06-05,D4
P10091,Free,Electronics,174,232,335.54,24,0,2024-05-15,2024-10-15,E5
P10092,Per,Groceries,167,62,327.68,72,1,2025-05-13,2024-10-24,E5
P10093,Red,Furniture,134,484,180.01,90,0,2024-11-23,2024-11-27,B2
P10094,Wear,Electronics,111,334,155.48,46,1,2024-10-13,2025-05-12,C3
P10095,Occur,Clothing,195,387,98.81,46,0,2025-03-24,2024-07-09,C3
P10096,Upon,Furniture,177,36,333.58,64,0,2024-12-22,2025-01-02,B2
P10097,Feel,Clothing,171,316,164.32,73,1,2024-11-06,2024-09-16,D4
P10098,Traditional,Electronics,147,271,24.95,62,1,2023-11-27,2024-11-17,E5
P10099,Painting,Furniture,175,110,198.64,18,1,2024-05-21,2024-11-13,C3
P10100,Member,Groceries,175,194,344.56,33,1,2025-05-12,2024-06-26,A1
P10101,Game,Stationery,193,55,218.54,73,0,2024-03-23,2025-04-27,A1
P10102,Toward,Clothing,127,62,352.29,93,1,2023-09-24,2024-12-14,A1
P10103,May,Groceries,174,110,136.43,20,1,2024-07-04,2025-05-30,D4
P10104,Quickly,Furniture,148,73,254.02,92,1,2024-12-03,2025-06-13,C3
P10105,Himself,Electronics,109,138,489.75,16,0,2025-04-16,2024-12-06,B2
P10106,International,Groceries,170,75,16.89,87,1,2024-08-04,2025-04-24,E5
P10107,Receive,Stationery,176,459,468.75,62,1,2023-11-10,2024-06-27,D4
P10108,Ahead,Groceries,182,16,219.44,38,0,2023-08-24,2025-01-19,B2
P10109,Protect,Stationery,130,486,485.32,92,1,2023-07-15,2024-11-10,D4
P10110,Society,Stationery,199,303,429.33,84,1,2025-02-16,2024-11-18,E5
P10111,School,Stationery,159,338,213.23,72,0,2025-03-28,2025-06-03,B2
P10112,Around,Clothing,184,245,285.93,68,1,2025-06-17,2024-10-25,B2
P10113,Civil,Electronics,126,299,112.78,55,1,2024-04-27,2025-03-23,A1
P10114,Right,Furniture,133,323,331.06,33,0,2024-01-22,2025-05-31,C3
